symbol,date,transition,prior_regime,new_regime
EVTL,2025-01-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EVTR,2025-04-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EVTV,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EVUS,2025-03-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EW,2024-06-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
EWC,2024-11-21,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
EWCZ,2024-08-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EWD,2025-03-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
EWG,2025-11-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EWS,2025-04-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
EWU,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
EWUS,2024-05-23,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
EWUS,2024-06-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EWUS,2025-04-04,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
EWX,2024-12-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EWZ,2024-09-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EWZ,2024-11-29,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
EWZ,2024-12-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
EWZS,2024-11-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EXC,2024-12-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
EXFY,2025-03-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EXLS,2025-02-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EXOD,2025-09-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EXP,2025-05-28,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
EXPD,2025-07-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
EXPI,2024-05-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
EXPO,2025-06-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EYEG,2024-10-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
EYPT,2024-05-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
F,2024-04-22,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
F,2024-07-12,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
F,2024-07-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FAAR,2024-04-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FAMI,2024-08-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FAN,2024-08-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FAPR,2025-04-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FARM,2024-06-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FAT,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FATBB,2025-02-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FATE,2025-02-14,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FBCG,2025-03-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FBCV,2024-12-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FBIO,2025-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FBLG,2024-08-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FBTC,2025-05-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FCCO,2025-12-19,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FCEF,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FCFS,2025-04-03,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FCG,2024-07-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FCN,2025-02-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FCOM,2025-02-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FCOR,2024-10-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FCUS,2024-04-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FCUV,2025-04-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FDBC,2024-07-15,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FDEV,2024-03-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FDL,2024-04-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FDM,2025-08-12,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FDMT,2024-09-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FDP,2024-08-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FE,2024-12-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FEBZ,2025-11-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FEDU,2024-08-26,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FEDU,2024-12-03,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FEIG,2024-09-04,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FEIG,2025-09-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FELE,2025-10-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FELG,2025-07-31,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FEMY,2024-02-27,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FEMY,2025-06-04,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FENC,2025-11-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FER,2025-12-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FET,2024-11-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FEZ,2025-09-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FF,2024-05-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FFDI,2025-02-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FFIV,2024-10-28,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FFIV,2025-07-31,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FFOG,2025-04-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FG,2025-04-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FGBI,2024-06-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FGEN,2025-08-18,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FGEN,2025-08-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FGI,2024-08-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FGI,2025-05-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FHB,2024-11-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FHI,2025-09-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FHN,2024-12-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FICO,2024-08-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FIDI,2025-06-23,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FIG,2025-08-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FIHL,2024-08-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FIHL,2025-02-20,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FIHL,2025-06-16,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FIIG,2025-08-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FINV,2025-02-18,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FIP,2024-03-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FIP,2024-04-03,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FISR,2025-10-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FITB,2024-10-15,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FITB,2024-10-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FITB,2025-04-04,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FITE,2025-11-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FIW,2025-09-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FIXT,2024-07-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FIZZ,2024-12-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FKU,2025-09-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLAU,2024-12-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FLBR,2024-06-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLCC,2025-03-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLCH,2025-03-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLD,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLDB,2025-04-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FLDZ,2025-04-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLEE,2024-07-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FLGB,2024-08-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FLGC,2025-02-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLL,2024-11-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLMI,2024-12-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLNC,2024-04-23,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FLNG,2024-11-13,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FLO,2025-03-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FLQL,2025-01-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLQM,2025-07-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLR,2024-10-16,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FLR,2024-11-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLR,2025-04-04,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FLSA,2024-05-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLSA,2025-06-23,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FLSA,2025-08-08,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FLTR,2024-11-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLUT,2024-08-13,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FLUT,2025-07-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLUX,2024-05-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLV,2025-11-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLWS,2025-02-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLX,2025-03-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLXS,2025-06-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLYW,2024-05-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FLYX,2024-03-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FMAG,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FMAR,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FMAT,2024-07-01,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FMAT,2025-07-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FMAY,2025-02-28,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FMCX,2025-07-03,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FMHI,2025-04-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FMS,2024-12-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FMST,2025-05-15,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FMST,2025-10-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FMX,2024-08-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FMX,2025-01-03,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FNB,2024-12-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FNCL,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FND,2025-03-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FND,2025-10-30,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FNDA,2024-11-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FNDA,2025-02-21,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FNDX,2024-10-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FNKO,2024-11-08,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FNOV,2025-03-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FNWB,2025-02-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FNY,2025-03-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FOA,2024-11-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FOCT,2024-11-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FONR,2024-04-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FOR,2025-01-21,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FORA,2025-10-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FORR,2025-06-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FORTY,2025-03-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FOSL,2024-05-14,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FOSL,2025-12-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FOUR,2024-12-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FOXF,2025-08-08,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FOXX,2025-11-18,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FPAG,2025-03-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FPE,2025-05-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FPEI,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FRAF,2024-10-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FRBA,2025-09-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FRDU,2025-11-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FRGT,2024-12-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FRO,2024-06-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FRPT,2025-08-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FRSH,2024-11-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FRSX,2025-05-13,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FSCC,2024-11-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FSCS,2025-01-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FSEP,2024-08-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FSLR,2024-06-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FSM,2024-04-03,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FSMB,2025-10-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FSMD,2025-12-10,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FSP,2024-04-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FSTR,2024-11-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FSV,2025-09-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FTAG,2025-08-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FTAI,2024-12-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FTBD,2025-10-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FTGC,2025-04-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FTHM,2024-04-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FTHM,2025-03-13,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FTHM,2025-05-13,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FTI,2025-10-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FTIF,2024-06-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FTK,2024-11-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FTLF,2024-05-23,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FTLS,2025-01-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FTS,2024-10-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FTXG,2025-07-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FTXN,2024-04-11,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FUBO,2024-11-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FUBO,2025-01-06,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FULTP,2024-10-21,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FUN,2025-10-14,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FUSB,2024-05-10,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FUSI,2025-01-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FUSI,2025-04-23,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
FUSI,2025-11-03,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FUTU,2024-05-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FUTY,2024-05-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FV,2025-03-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FVD,2025-07-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FVRR,2024-10-28,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FWONA,2025-02-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FWONK,2024-11-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FWONK,2025-02-06,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FWONK,2025-02-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FWRD,2024-10-07,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
FWRG,2024-04-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FXP,2025-07-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
FXU,2025-08-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
FYX,2025-10-14,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
G,2024-09-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
G,2024-11-08,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
GAEM,2025-06-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GAIA,2024-04-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GAINN,2025-08-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GAME,2024-07-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GAMR,2024-12-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GAPR,2024-04-22,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GAPR,2025-03-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GATX,2024-05-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GAU,2025-01-29,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GAUG,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GAUZ,2025-03-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GBCI,2024-10-28,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
GBCI,2024-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GBDC,2025-06-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GBLD,2025-07-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GBLI,2024-05-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GBR,2024-04-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GBTG,2024-04-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GBX,2025-02-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GBXA,2025-10-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GCMG,2024-11-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GCMG,2025-02-10,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
GCMG,2025-03-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GCO,2025-02-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GCOR,2024-10-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GCTS,2024-09-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GDDY,2024-05-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GDDY,2025-02-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GDEN,2025-10-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GDEV,2024-05-28,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GDEV,2024-09-09,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
GDEV,2024-09-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GDOC,2025-05-12,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GDOT,2024-05-13,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GDRX,2024-02-28,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
GDS,2025-09-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GDTC,2025-09-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GDXJ,2024-04-03,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GDYN,2024-05-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GEG,2025-09-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GEHC,2024-02-29,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
GEHC,2024-04-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GEHC,2025-04-03,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
GEL,2024-04-22,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
GEL,2024-08-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GEN,2024-05-10,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GENC,2024-05-13,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GENI,2025-12-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GENK,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GENT,2025-03-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GEO,2024-11-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GERN,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GETY,2024-12-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GEVO,2024-08-12,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GEVO,2024-10-17,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
GEVO,2024-12-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GEVX,2025-12-10,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
GFAI,2024-08-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GFGF,2025-03-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GFR,2025-06-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GFS,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GFS,2025-04-07,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
GFS,2025-08-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GGAL,2024-05-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GGB,2024-04-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GGB,2024-09-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GGLS,2024-04-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GGM,2025-09-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GGME,2025-09-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GGR,2025-03-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GGRW,2024-09-27,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GGUS,2025-11-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GHG,2024-04-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GIAX,2025-11-14,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GIC,2024-05-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GIFT,2025-06-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GIGB,2025-03-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GIII,2024-03-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
GIII,2025-04-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
GIL,2025-04-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
